,id,Category,inapp,loc,contac_r,contact_w,media_r,media_w,storage_R,storage_w,cam,ad,size_below20,size_below50,size_below100,rating_above3,rating_above4,rating_anything
132,134,3,0.0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
133,135,3,1.0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
134,136,3,1.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
135,137,3,1.0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
136,138,3,0.0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
137,139,3,0.0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
138,140,3,0.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
139,141,3,1.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
140,142,3,0.0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
141,143,3,1.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
142,144,3,0.0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
143,145,3,0.0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
144,146,3,0.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
145,147,3,0.0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
146,148,3,1.0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
147,149,3,0.0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
148,150,3,1.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
149,151,3,1.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
150,152,3,0.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
151,153,3,0.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
152,154,3,0.0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
153,155,3,0.0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0
154,156,3,0.0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0
155,157,3,0.0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
156,158,3,0.0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0
157,159,3,1.0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
158,160,3,1.0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0
